"København";"0 år";8850;9138;9642;9741;9584;9921;9481
"København";"1 år";7911;8039;8419;8750;8810;8590;8681
"København";"2 år";7460;7238;7430;7668;8027;8044;7633
"København";"3 år";7053;6917;6700;6867;7036;7307;7273
"København";"4 år";6934;6611;6563;6301;6488;6607;6847
"København";"5 år";6298;6603;6322;6192;6020;6148;6137
"København";"6 år";6022;6031;6301;6019;5963;5773;5808
